1001,
1729,72.27
1737,70.31
1741,63.48
1749,58.59
1753,55.66
1757,53.71
1765,52.73
1769,48.83
1778,45.90
1782,44.92
1786,42.97
1794,41.02
1798,41.02
1806,41.02
1810,40.04
1815,40.04
1823,40.04
1827,40.04
1831,40.04
1839,40.04
1843,41.02
1851,42.97
1856,43.95
1860,42.97
1868,45.90
1872,46.88
1880,50.78
1884,53.71
1888,58.59
1897,67.38
1901,81.05
1905,93.75
1913,98.63
1917,92.77
1925,93.75
1929,90.82
1933,89.84
1937,95.70
1942,96.68
1946,110.35
1958,112.30
1962,110.35
1970,102.54
1974,107.42
1982,103.52
1987,104.49
1995,103.52
1999,95.70
2003,80.08
2011,76.17
2016,73.24
2019,67.38
2028,61.52
2032,58.59
2040,52.73
2044,52.73
2048,51.76
2056,47.85
2060,45.90
2068,41.99
2073,41.02
2077,41.02
2085,41.99
2089,40.04
2093,39.06
2101,40.04
2105,40.04
2114,39.06
2118,39.06
2122,40.04
2130,41.99
2134,41.99
2142,43.95
2147,44.92
2150,46.88
2159,49.80
2164,52.73
2171,58.59
2175,65.43
2179,73.24
2187,86.91
2191,97.66
2195,94.73
2204,91.80
2208,90.82
2216,91.80
2220,95.70
2220,99.61
2228,97.66
2232,108.40
2244,115.23
2249,107.42
2253,104.49
2261,103.52
2265,106.45
2273,106.45
2277,101.56
2285,82.03
2290,76.17
2294,75.20
2302,69.34
2306,61.52
2310,55.66
2319,54.69
2323,52.73
2330,52.73
2335,47.85
2339,45.90
2347,42.97
2351,42.97
2359,41.02
2364,41.02
2368,40.04
2376,40.04
2380,39.06
2384,40.04
2392,39.06
2396,39.06
2404,39.06
2408,41.99
2412,41.99
2421,41.99
2425,42.97
2433,45.90
2437,49.80
2441,51.76
2449,54.69
2453,60.55
2462,69.34
2466,83.98
2470,95.70
2478,96.68
2482,90.82
2490,91.80
2494,92.77
2495,93.75
2499,95.70
2507,100.59
2511,106.45
2523,113.28
2527,110.35
2535,104.49
2540,108.40
2548,105.47
2552,105.47
2557,106.45
2564,84.96
2569,78.12
2576,73.24
2580,69.34
2585,65.43
2593,59.57
2597,55.66
2601,50.78
2610,50.78
2613,48.83
2622,45.90
2626,43.95
2630,42.97
2638,42.97
2642,41.02
2650,41.02
2654,39.06
2658,39.06
2667,40.04
2671,39.06
2679,40.04
2683,40.04
2687,40.04
2695,41.02
2699,41.99
2703,42.97
2712,44.92
2716,47.85
2724,49.80
2728,53.71
2732,58.59
2740,66.41
2744,78.12
2752,91.80
2757,97.66
2761,94.73
2769,91.80
2773,91.80
2773,91.80
2781,95.70
2785,100.59
2793,108.40
2798,113.28
2810,114.26
2814,107.42
2818,107.42
2826,105.47
2830,109.37
2839,109.37
2843,100.59
2847,80.08
2855,78.12
2859,73.24
2867,65.43
2871,58.59
2875,57.62
2884,53.71
2888,50.78
2896,48.83
2900,46.88
2904,44.92
2912,42.97
2916,43.95
2921,43.95
2929,41.02
2933,39.06
2941,39.06
2945,38.09
2949,40.04
2957,39.06
2961,40.04
2970,40.04
2974,40.04
2978,42.97
2986,43.95
2990,44.92
2994,45.90
3003,47.85
3007,51.76
3015,57.62
3019,63.48
3023,72.27
3031,85.94
3035,96.68
3043,94.73
3047,88.87
3052,89.84
3060,88.87
3060,94.73
3064,92.77
3072,102.54
3080,110.35
3088,113.28
3092,108.40
3101,105.47
3105,108.40
3109,106.45
3117,102.54
3121,98.63
3130,78.12
3133,77.15
3138,75.20
3146,71.29
3150,65.43
3158,59.57
3162,52.73
3166,50.78
3174,49.80
3179,47.85
3187,45.90
3191,44.92
3195,43.95
3203,41.99
3207,41.02
3211,40.04
3219,40.04
3224,40.04
3232,40.04
3236,40.04
3240,39.06
3248,40.04
3252,41.99
3261,41.02
3264,42.97
3269,44.92
3277,43.95
3281,47.85
3285,50.78
3294,55.66
3297,57.62
3305,66.41
3310,81.05
3314,94.73
3322,99.61
3326,87.89
3334,89.84
3338,87.89
3342,94.73
3346,94.73
3351,93.75
3355,106.45
3367,111.33
3371,109.37
3379,105.47
3383,107.42
3392,104.49
3396,106.45
3400,103.52
3408,94.73
3412,77.15
3420,74.22
3424,70.31
3428,63.48
3437,59.57
3441,54.69
3449,49.80
3453,51.76
3457,51.76
3466,46.88
3469,45.90
3477,43.95
3482,42.97
3486,40.04
3494,41.02
3498,41.02
3502,40.04
3511,40.04
3515,39.06
3523,40.04
3527,39.06
3531,41.02
3539,41.99
3543,41.99
3551,43.95
3555,45.90
3559,45.90
3568,49.80
3572,52.73
3576,57.62
3584,63.48
3588,74.22
3596,85.94
3601,97.66
3604,92.77
3613,91.80
3617,91.80
3625,92.77
3625,97.66
3629,97.66
3637,107.42
3645,114.26
3654,114.26
3658,110.35
3662,105.47
3670,106.45
3674,106.45
3682,105.47
3686,99.61
3691,84.96
3699,75.20
3703,71.29
3711,68.36
3715,63.48
3719,54.69
3727,52.73
3732,51.76
3740,52.73
3744,48.83
3748,46.88
3756,44.92
3760,41.99
3768,41.02
3772,41.02
3776,40.04
3785,40.04
3789,39.06
3793,39.06
3801,39.06
3805,40.04
3813,39.06
3817,41.99
3822,41.02
3830,42.97
3834,45.90
3842,45.90
3846,47.85
3850,49.80
3858,55.66
3862,60.55
3867,70.31
3875,80.08
3879,97.66
3887,96.68
3891,87.89
3895,90.82
3903,89.84
3907,94.73
3908,96.68
3916,99.61
3920,110.35
3932,115.23
3936,111.33
3944,104.49
3948,107.42
3953,107.42
3961,104.49
3965,101.56
3973,89.84
